method,circuit,resynthesis,error,max_depth,one_tree_per_output,mred,v_mred,med,v_med,hd,v_hd,wce,v_wce,time,area
decision_tree,fwrdk2j,False,,8,False,0.024,13120437.256,49563789157015.1,8.05492313555353E+018,1.046,26.031,2148139076136724,2.14817367915265E+019,8.81313658599993,0.193256873077565
decision_tree,fwrdk2j,False,,8,True,0,32438.389,0,6.04155247047689E+018,0,26.594,0,2.14843682000006E+019,7.41087940399939,0.120365292448556
decision_tree,fwrdk2j,True,,8,False,0.024,13098286.955,49563789157015.1,5.37064134390355E+018,1.046,25.531,2148139076136724,2.14817367915265E+019,11.0005591529998,0.187796561672906
decision_tree,fwrdk2j,True,,8,True,0,12810650.882,0,6.7130294626597E+018,0,26.5,0,2.14826038896366E+019,8.88441247500032,0.120818331386061
decision_tree,KS_32b,False,,3,False,0.229,0.234,781319667.099,793123496.272,15.586,15.944,2889183094,2808198035,1.6848875529995,0.201680672268908
decision_tree,KS_32b,False,,3,True,0.463,0.491,1456729233.971,1491697781.988,15.302,15.945,4974765800,5141894620,2.57951994199993,0.538579067990833
decision_tree,KS_32b,True,,3,False,0.229,0.234,781319667.099,793123496.272,15.586,15.944,2889183094,2808198035,1.99337823400037,0.204736440030558
decision_tree,KS_32b,True,,3,True,0.463,0.491,1456729233.971,1491697781.988,15.302,15.945,4974765800,5141894620,2.97102903500036,0.533995416348358
decision_tree,KS_32b,False,,5,False,0.118,0.125,352648344.553,353605751.723,14.884,15.515,1476466971,1447500964,2.36511129500013,1.06875477463713
decision_tree,KS_32b,False,,5,True,0.434,0.477,1365315248.787,1446268815.072,14.148,15.456,4715478692,4631022555,5.97721395799999,2.67532467532468
decision_tree,KS_32b,True,,5,False,0.118,0.125,352648344.553,353605751.723,14.884,15.515,1476466971,1447500964,2.90860409000015,1.05653170359053
decision_tree,KS_32b,True,,5,True,0.434,0.477,1365316095.007,1446272643.515,14.145,15.459,4715478692,4631022555,7.30380652099939,2.64782276546982
decision_tree,KS_32b,False,,8,False,0.05,0.054,168117563.834,179002253.76,13.49,14.984,4293410712,4133379057,13.5010102489996,7.45760122230711
decision_tree,KS_32b,False,,8,True,0.364,0.457,1154356535.517,1379966341.078,11.085,14.484,4513938934,4367559289,50.4953147840006,19.1993888464477
decision_tree,KS_32b,True,,8,False,0.05,0.054,168117563.834,179002253.76,13.49,14.984,4293410712,4133379057,15.28678356,7.26508785332315
decision_tree,KS_32b,True,,8,True,0.364,0.457,1154390851.358,1379911523.81,11.087,14.472,4513938934,4367559289,57.6385460279998,19.2024446142093
decision_tree,Mul_32b,False,,3,False,5.608,8.989,6.2310127016799E+018,7.80295971101987E+018,,,1.82953274012609E+019,1.83740938601379E+019,4.3930480580002,0.00927537738055029
decision_tree,Mul_32b,False,,3,True,7.897,33.146,5.3635085747391E+018,9.58469514682877E+018,,,1.79751283542749E+019,1.83349064339556E+019,4.52644433600017,0.0286315570682533
decision_tree,Mul_32b,True,,3,False,5.608,8.989,6.2310127016799E+018,7.80295971101987E+018,,,1.82953274012609E+019,1.83740938601379E+019,4.67032924299929,0.00878172984489075
decision_tree,Mul_32b,True,,3,True,7.368,37.41,5.39411374676506E+018,1.00027526263296E+019,,,1.77755428195226E+019,1.83349064339556E+019,4.96892729299998,0.0287354828652342
decision_tree,Mul_32b,False,,5,False,4.975,38.804,3.67957919710927E+018,9.34693551414998E+018,,,1.79775901605604E+019,1.82299125714359E+019,4.91770720900058,0.0611343500740471
decision_tree,Mul_32b,False,,5,True,3.222,43.997,2.45790552514312E+018,8.18010842803825E+018,,,1.67894903965132E+019,1.76720594112549E+019,5.77389470900016,0.146197614902959
decision_tree,Mul_32b,True,,5,False,4.975,38.821,3.67957919710927E+018,9.61732497210096E+018,,,1.79775901605604E+019,1.82299125714359E+019,5.66427167599977,0.0595754631193328
decision_tree,Mul_32b,True,,5,True,3.577,46.019,2.43543457260112E+018,8.95446207514859E+018,,,1.61769298615148E+019,1.79394534275967E+019,7.46100017200024,0.149081555769181
decision_tree,Mul_32b,False,,8,False,0.091,35.44,4.5304491304606E+017,8.82811144122042E+018,,,1.72952505005218E+019,1.83744413519773E+019,9.94612207800037,0.35781651900543
decision_tree,Mul_32b,False,,8,True,0,43.94,257.227,8.2710011642384E+018,,,1001,1.78065905275719E+019,7.48194876300022,0.271012497077087
decision_tree,Mul_32b,True,,8,False,0.09,26.968,4.49310721338712E+017,9.57596633563193E+018,,,1.72952505005218E+019,1.83744413519773E+019,14.3829000469996,0.352932006547325
decision_tree,Mul_32b,True,,8,True,0,44.233,257.227,8.19213336954536E+018,,,1001,1.76585282072538E+019,10.6571578479998,0.269765387513315
decision_tree,CLA_16b,False,,3,False,0.22,0.217,10804.464,10863.981,7.778,7.878,40590,40929,1.51687794600002,0.299632352941176
decision_tree,CLA_16b,False,,3,True,0.474,0.468,22570.985,22826.942,7.923,8.121,78362,77455,2.10361806699984,0.59375
decision_tree,CLA_16b,True,,3,False,0.22,0.217,10804.464,10863.981,7.778,7.878,40590,40929,1.79342370599989,0.286764705882353
decision_tree,CLA_16b,True,,3,True,0.474,0.468,22570.985,22826.942,7.923,8.121,78362,77455,2.39372310099952,0.595588235294118
decision_tree,CLA_16b,False,,5,False,0.119,0.117,5634.124,5688.02,7.266,7.457,23736,23161,2.53767950899965,1.53308823529412
decision_tree,CLA_16b,False,,5,True,0.455,0.468,21480.517,22153.047,7.459,7.836,70690,70536,4.38969251500021,3.19117647058824
decision_tree,CLA_16b,True,,5,False,0.119,0.117,5634.124,5688.02,7.266,7.457,23736,23161,2.76199270600046,1.41360294117647
decision_tree,CLA_16b,True,,5,True,0.455,0.468,21480.517,22153.047,7.459,7.836,70690,70536,5.80065041099988,3.25
decision_tree,CLA_16b,False,,8,False,0.047,0.047,2356.417,2399.955,6.506,7.01,67133,66432,10.8490775319997,8.61764705882353
decision_tree,CLA_16b,False,,8,True,0.398,0.429,19143.503,21018.65,6.119,7.124,68512,67234,29.8818559060001,22.9466911764706
decision_tree,CLA_16b,True,,8,False,0.047,0.047,2356.417,2399.955,6.506,7.01,67133,66432,11.0141200589997,8.36580882352941
decision_tree,CLA_16b,True,,8,True,0.398,0.428,19140.376,21006.303,6.119,7.127,68512,67234,35.5002343659999,22.7169117647059
decision_tree,Mul_16b,False,,3,False,31.605,16.85,1920402692.384,2092176170.749,14.224,14.884,4262925296,4263707288,0.766625799999929,0.0271309549241615
decision_tree,Mul_16b,False,,3,True,30.651,15.4,1724191711.226,1947644959.675,12.961,14.429,4278947856,4252140872,0.822643329999664,0.0659047212134159
decision_tree,Mul_16b,True,,3,False,31.605,16.85,1920402692.384,2092176170.749,14.224,14.884,4262925296,4263707288,1.03463724199992,0.0260628070925016
decision_tree,Mul_16b,True,,3,True,30.649,15.389,1722174446.567,1947747916.897,12.961,14.451,4278947856,4252140872,1.17831345499962,0.0659047212134159
decision_tree,Mul_16b,False,,5,False,31.611,12.085,1337042513.478,1644519922.985,12.549,14.074,4288605168,4282982844,1.12175263299923,0.152424695577868
decision_tree,Mul_16b,False,,5,True,13.657,10.826,852463695.139,1060670015.192,10.277,13.495,4189540672,4215021056,1.5672516450004,0.313821832941679
decision_tree,Mul_16b,True,,5,False,31.611,12.085,1337042513.478,1644519922.985,12.549,14.074,4288605168,4282982844,1.66510497599938,0.151890621662038
decision_tree,Mul_16b,True,,5,True,13.657,10.826,852463674.986,1060670015.192,10.277,13.51,4189540672,4215021056,2.33925672300029,0.307199316385388
decision_tree,Mul_16b,False,,8,False,8.921,7.597,719363108.28,1356886430.158,8.586,14.002,4284424320,4273716276,6.67249629499929,1.34479812005982
decision_tree,Mul_16b,False,,8,True,6.867,7.382,400545118.514,922372931.744,4.617,13.017,3895033344,4147046816,11.1113311409999,2.06494338816492
decision_tree,Mul_16b,True,,8,False,8.921,7.592,719593666.374,1357839116.803,8.587,13.966,4284424320,4273716276,9.75956390800002,1.30751976073489
decision_tree,Mul_16b,True,,8,True,5.021,6.986,409408532.536,908915598.522,4.609,12.909,3944488960,4087470336,17.1856301520002,2.06686605426191
decision_tree,BK_16b,False,,3,False,0.235,0.244,9692.859,9749.769,7.805,7.847,33780,32484,1.42727051800011,0.245136186770428
decision_tree,BK_16b,False,,3,True,0.451,0.468,22200.132,22309.651,7.919,8.123,76930,77549,2.2355326779998,0.690661478599222
decision_tree,BK_16b,True,,3,False,0.235,0.244,9692.859,9749.769,7.805,7.847,33780,32484,1.67166910299966,0.276264591439689
decision_tree,BK_16b,True,,3,True,0.451,0.468,22200.132,22309.651,7.919,8.123,76930,77549,2.39004104699961,0.688715953307393
decision_tree,BK_16b,False,,5,False,0.116,0.118,5663.231,5642.979,7.269,7.405,22525,21727,2.24980486799996,1.48054474708171
decision_tree,BK_16b,False,,5,True,0.441,0.455,21160.234,21718.672,7.166,7.533,71940,70437,5.48250085600012,3.5
decision_tree,BK_16b,True,,5,False,0.116,0.118,5663.231,5642.979,7.269,7.405,22525,21727,2.88282877599977,1.56420233463035
decision_tree,BK_16b,True,,5,True,0.441,0.455,21160.234,21718.672,7.166,7.533,71940,70437,6.14465573300004,3.57198443579767
decision_tree,BK_16b,False,,8,False,0.046,0.049,2272.758,2369.938,6.52,6.974,35856,34719,10.9449310700002,8.89105058365759
decision_tree,BK_16b,False,,8,True,0.357,0.394,17033.36,18544.261,5.406,6.224,68146,67288,28.5465999429998,21.4513618677043
decision_tree,BK_16b,True,,8,False,0.046,0.049,2272.758,2369.938,6.52,6.974,35856,34719,11.348199389,8.53891050583658
decision_tree,BK_16b,True,,8,True,0.357,0.393,17029.791,18564.17,5.406,6.223,68146,66580,31.4183108879997,21.34046692607
decision_tree,CSkipA_16b,False,,3,False,0.266,0.267,10631.165,10758.557,7.786,7.882,37749,37216,1.35999322899988,0.342412451361868
decision_tree,CSkipA_16b,False,,3,True,0.457,0.464,23049.817,23462.16,7.294,7.498,80124,80270,2.23942809299933,0.696498054474708
decision_tree,CSkipA_16b,True,,3,False,0.266,0.267,10631.165,10758.557,7.786,7.882,37749,37216,1.52700252799968,0.309338521400778
decision_tree,CSkipA_16b,True,,3,True,0.457,0.464,23049.817,23462.16,7.294,7.498,80124,80270,2.53276476099927,0.692607003891051
decision_tree,CSkipA_16b,False,,5,False,0.137,0.138,6339.762,6391.006,7.258,7.413,23034,22037,2.58750530399993,1.62256809338521
decision_tree,CSkipA_16b,False,,5,True,0.434,0.453,21265.615,22060.785,6.282,6.577,72008,71430,4.38491948299998,3.29182879377432
decision_tree,CSkipA_16b,True,,5,False,0.137,0.138,6339.762,6391.006,7.258,7.413,23034,22037,2.64446529300039,1.53307392996109
decision_tree,CSkipA_16b,True,,5,True,0.434,0.453,21265.615,22060.785,6.282,6.577,72008,71430,5.58273111800008,3.16731517509728
decision_tree,CSkipA_16b,False,,8,False,0.05,0.051,2430.727,2492.973,6.512,6.941,68379,68584,10.215726722,8.5875486381323
decision_tree,CSkipA_16b,False,,8,True,0.396,0.441,18722.236,20478.716,4.6,5.247,67576,67496,24.6032361889993,18.6498054474708
decision_tree,CSkipA_16b,True,,8,False,0.05,0.051,2430.727,2492.973,6.512,6.941,68379,68584,10.5253579569999,8.23735408560311
decision_tree,CSkipA_16b,True,,8,True,0.396,0.441,18719.059,20470.834,4.6,5.244,67576,67496,25.4222683110002,18.6206225680934
decision_tree,KS_16b,False,,3,False,0.222,0.224,11070.633,11009.394,7.776,7.874,43159,42839,1.14018562900128,0.231111111111111
decision_tree,KS_16b,False,,3,True,0.521,0.535,23757.851,24143.268,7.636,7.828,79767,79602,1.72978167099973,0.558518518518519
decision_tree,KS_16b,True,,3,False,0.222,0.224,11070.633,11009.394,7.776,7.874,43159,42839,1.25940070199977,0.235555555555556
decision_tree,KS_16b,True,,3,True,0.521,0.535,23757.851,24143.268,7.636,7.828,79767,79602,2.04008270799932,0.540740740740741
decision_tree,KS_16b,False,,5,False,0.128,0.131,5703.371,5852.018,7.245,7.46,23246,23535,2.23956502600049,1.23851851851852
decision_tree,KS_16b,False,,5,True,0.437,0.462,20727.493,21532.598,6.869,7.269,72516,70210,4.4021353470016,2.49185185185185
decision_tree,KS_16b,True,,5,False,0.128,0.131,5703.371,5852.018,7.245,7.46,23246,23535,2.55410601599942,1.2162962962963
decision_tree,KS_16b,True,,5,True,0.437,0.462,20727.493,21532.598,6.869,7.269,72516,70210,5.0612738639993,2.53185185185185
decision_tree,KS_16b,False,,8,False,0.049,0.052,2182.202,2289.198,6.473,6.981,19137,18131,9.36719895200076,6.86962962962963
decision_tree,KS_16b,False,,8,True,0.295,0.332,15161.284,16504.644,5.225,6.115,68668,67934,22.8131165100003,16.3437037037037
decision_tree,KS_16b,True,,8,False,0.049,0.052,2182.202,2289.198,6.473,6.981,19137,18131,10.2819737760001,6.67259259259259
decision_tree,KS_16b,True,,8,True,0.295,0.332,15157.225,16505.415,5.225,6.112,68668,67934,25.3862864129987,16.1851851851852
decision_tree,LFA_16b,False,,3,False,0.285,0.285,11911.785,11929.067,7.783,7.864,48133,48221,1.60399764400063,0.266536964980545
decision_tree,LFA_16b,False,,3,True,0.531,0.533,24246.618,24171.871,7.803,7.98,80215,80736,2.29802819799988,0.764591439688716
decision_tree,LFA_16b,True,,3,False,0.285,0.285,11911.785,11929.067,7.783,7.864,48133,48221,1.97721777100014,0.264591439688716
decision_tree,LFA_16b,True,,3,True,0.531,0.533,24246.618,24171.871,7.803,7.98,80215,80736,2.46831725700031,0.756809338521401
decision_tree,LFA_16b,False,,5,False,0.116,0.117,5497.538,5588.844,7.267,7.429,21391,21382,2.39691289499933,1.64785992217899
decision_tree,LFA_16b,False,,5,True,0.477,0.474,21540.368,22195.492,7.066,7.398,73477,70499,5.44430206800098,3.44552529182879
decision_tree,LFA_16b,True,,5,False,0.116,0.117,5497.538,5588.844,7.267,7.429,21391,21382,2.84399600100005,1.62451361867704
decision_tree,LFA_16b,True,,5,True,0.477,0.474,21540.368,22195.492,7.066,7.398,73477,70499,6.04851195599986,3.43579766536965
decision_tree,LFA_16b,False,,8,False,0.053,0.055,2298.108,2418.592,6.522,6.988,34800,34045,10.0637506499988,8.54280155642023
decision_tree,LFA_16b,False,,8,True,0.393,0.435,18960.861,20665.318,5.38,6.164,68159,67508,29.1746747959987,21.7354085603113
decision_tree,LFA_16b,True,,8,False,0.053,0.055,2298.108,2418.592,6.522,6.988,34800,34045,10.8522625559999,8.21789883268482
decision_tree,LFA_16b,True,,8,True,0.393,0.436,18958.584,20670.648,5.38,6.163,68159,67508,31.0512746429995,21.5505836575876
decision_tree,sin_24b,False,,3,False,1.876,10.84,12518417.517,15425242.64,10.189,11.98,33123222,31756611,1.10695023499829,0.010852407261247
decision_tree,sin_24b,False,,3,True,8.839,2.374,5290326.502,6849484.52,8.06,11.22,27254746,29100072,1.50253603999954,0.0251578531965272
decision_tree,sin_24b,True,,3,False,1.876,10.84,12518417.517,15425242.64,10.189,11.98,33123222,31756611,1.43032305199995,0.0098164956590371
decision_tree,sin_24b,True,,3,True,8.839,2.376,5287336.562,6859888.36,8.06,11.28,27258842,29100072,1.85237416400014,0.025404498816101
decision_tree,sin_24b,False,,5,False,2.273,1.601,7624833.184,10588298.3,7.493,12.06,30200465,30784239,1.68942014399909,0.0635359116022099
decision_tree,sin_24b,False,,5,True,0.273,2.235,1905684.721,5413195.04,4.353,11.14,27101695,27638423,1.54604856699916,0.110645224940805
decision_tree,sin_24b,True,,5,False,2.273,1.601,7624833.184,10588298.3,7.493,12.06,30200465,30784239,2.01089545399918,0.0618587213891081
decision_tree,sin_24b,True,,5,True,0.289,2.601,1906389.607,5519315.88,4.363,11.08,25182208,27638423,2.61605615500048,0.112026440410418
decision_tree,sin_24b,False,,8,False,0.089,9.434,946852.682,13090118.06,1.308,12.34,27820036,29051529,3.25094480500047,0.342837411207577
decision_tree,sin_24b,False,,8,True,0.004,1.216,51116.761,5089396.62,0.109,11.04,4194304,25517105,2.50481712799956,0.273234017363852
decision_tree,sin_24b,True,,8,False,0.083,9.209,927971.711,12480955.16,1.318,12.06,27820036,29051529,4.77680448700085,0.33602999210734
decision_tree,sin_24b,True,,8,True,0.001,2.585,27574.95,5477089.18,0.085,11,4194304,28165015,4.53640084200015,0.274269928966062
decision_tree,WT_8b,False,,3,False,0.986,,16192.169,,6.132,,64768,,1.16858597899954,0.0110364683301344
decision_tree,WT_8b,False,,3,True,0.561,,7697.274,,5.492,,40448,,2.35165835999942,0.15978886756238
decision_tree,WT_8b,True,,3,False,0.986,,16192.169,,6.132,,64768,,1.3721512079992,0.0110364683301344
decision_tree,WT_8b,True,,3,True,0.543,,7433.387,,5.405,,48704,,2.55514837199917,0.138675623800384
decision_tree,WT_8b,False,,5,False,0.888,,12827.777,,5.735,,64512,,1.75670404600169,0.103646833013436
decision_tree,WT_8b,False,,5,True,0.312,,3228.141,,4.399,,19680,,4.9894669360001,0.560460652591171
decision_tree,WT_8b,True,,5,False,0.888,,12827.777,,5.735,,64512,,1.74805236199973,0.109884836852207
decision_tree,WT_8b,True,,5,True,0.314,,3244.438,,4.358,,19968,,5.00328762200115,0.502879078694818
decision_tree,WT_8b,False,,8,False,0.498,,5487.585,,5.073,,61440,,9.02444021400152,1.49280230326296
decision_tree,WT_8b,False,,8,True,0.171,,1537.667,,3.014,,13136,,17.046198729,2.80182341650672
decision_tree,WT_8b,True,,8,False,0.498,,5487.585,,5.073,,61440,,9.01898302999871,1.45201535508637
decision_tree,WT_8b,True,,8,True,0.162,,1523.298,,3.028,,13312,,19.0394314929999,2.74568138195777
decision_tree,int2float,False,,3,False,0.179,,17.938,,2.955,,84,,0.376656802998696,0.051930758988016
decision_tree,int2float,False,,3,True,0.148,,10.262,,1.623,,140,,0.414371009001115,0.0745672436750999
decision_tree,int2float,True,,3,False,0.179,,17.938,,2.955,,84,,0.567060094001135,0.051930758988016
decision_tree,int2float,True,,3,True,0.144,,9.95,,1.607,,140,,0.598726330001227,0.0812250332889481
decision_tree,int2float,False,,5,False,0.13,,8.95,,1.446,,140,,0.411608696998883,0.182423435419441
decision_tree,int2float,False,,5,True,0.113,,7.404,,1.423,,120,,0.428758584999741,0.279627163781625
decision_tree,int2float,True,,5,False,0.13,,8.95,,1.446,,140,,0.65424364700084,0.193075898801598
decision_tree,int2float,True,,5,True,0.109,,7.108,,1.325,,120,,0.705276664999474,0.276964047936085
decision_tree,int2float,False,,8,False,0.014,,1.268,,0.191,,82,,0.491608970000016,0.540612516644474
decision_tree,int2float,False,,8,True,0.008,,0.937,,0.147,,80,,0.528954469000382,0.676431424766977
decision_tree,int2float,True,,8,False,0.015,,1.502,,0.188,,130,,0.814699737999035,0.535286284953396
decision_tree,int2float,True,,8,True,0.017,,1.992,,0.536,,90,,0.919269366999288,0.817576564580559
decision_tree,RCA_4b,False,,3,False,0.326,,3.969,,1.875,,11,,0.345647984000607,0.238805970149254
decision_tree,RCA_4b,False,,3,True,0.5,,6.621,,1.875,,18,,0.349029503999191,0.335820895522388
decision_tree,RCA_4b,True,,3,False,0.326,,3.969,,1.875,,11,,0.540742282999418,0.238805970149254
decision_tree,RCA_4b,True,,3,True,0.608,,7.734,,2.125,,19,,0.534390921999147,0.104477611940299
decision_tree,RCA_4b,False,,5,False,0.157,,1.812,,1.438,,5,,0.381434240998715,1.02985074626866
decision_tree,RCA_4b,False,,5,True,0.361,,4.898,,1.344,,17,,0.385033059999842,1.47014925373134
decision_tree,RCA_4b,True,,5,False,0.157,,1.812,,1.438,,5,,0.57067581299998,1.08955223880597
decision_tree,RCA_4b,True,,5,True,0.48,,6.07,,1.578,,17,,0.623716948999572,1.27611940298507
decision_tree,RCA_4b,False,,8,False,0.201,,2.5,,0.969,,16,,0.510698123998736,5.42537313432836
decision_tree,RCA_4b,False,,8,True,0.106,,1.43,,0.281,,16,,0.571659535999061,5.61940298507463
decision_tree,RCA_4b,True,,8,False,0.201,,2.5,,0.969,,16,,0.937808934000714,5.54477611940299
decision_tree,RCA_4b,True,,8,True,0.081,,1.141,,0.234,,16,,0.816561401999934,4
decision_tree,dec,False,,3,False,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.26869382500081,0
decision_tree,dec,False,,3,True,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.388123151999025,0
decision_tree,dec,True,,3,False,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.36031438200007,0
decision_tree,dec,True,,3,True,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.479770581001503,0
decision_tree,dec,False,,5,False,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.291549966001185,0
decision_tree,dec,False,,5,True,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.362612353001168,0
decision_tree,dec,True,,5,False,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.363594526999805,0
decision_tree,dec,True,,5,True,1,,1.46215079536341E+037,,1.5,,1.70141183460469E+039,,0.411182828000165,0
decision_tree,dec,False,,8,False,0,,0,,0,,0,,1.33419319400127,1.88897637795276
decision_tree,dec,False,,8,True,0,,0,,0,,0,,1.3400818279988,1.9251968503937
decision_tree,dec,True,,8,False,0,,0,,0,,0,,1.83394481600044,1.25511811023622
decision_tree,dec,True,,8,True,0,,0,,0,,0,,2.0874791990027,1.93070866141732
